idBase,Sigla,Nome Universidade,PIB,iGG,iGovPub,iGovPessoas,iGovTI,iGovContrat,Result,Taxa Sucesso
187,UNIFEI,Universidade Federal de Itajubá,"31027,77","0,311419286410872","0,413581150077165","0,311545646492354","0,351180161853578","0,419307740723958","0,575460219568076","79,74"
165,UFMG,Universidade Federal de Minas Gerais,"36830,29","0,434915546518555","0,461879817309412","0,470353275937752","0,434567152498241","0,45355495210795","0,49225708117485","72,63"
166,UFPA,Universidade Federal do Pará,"21187,72","0,239993617784496","0,430058769413236","0,401908508340494","0,306926484374544","0,103066967970714","0,560336977632536","71,19"
211,UNIFAP,Fundação Universidade Federal do Amapá,"22180,61","0,406351629823414","0,503312000337227","0,482690960517769","0,480119454716459","0,210595852076841","0,488148853041475","65,3"
171,UFRGS,Universidade Federal do Rio Grande do Sul,"52181,5","0,530180757785719","0,516744498815475","0,485621867335012","0,628465552052792","0,281934838591171","0,842793108160836","63,28"
180,UFRA,Universidade Federal Rural da Amazônia,"21187,72","0,524982613681148","0,612246327299548","0,581824041714314","0,438648097314434","0,683358117545983","0,510338948768587","61,26"
291,UFOPA,Universidade Federal do Oeste do Pará,"16052,05","0,148026382932313","0,238799473281485","0,208376140279668","0,0865523521902246","0,24580477707732","0,0992500299281748","59,83"
168,UFPR,Universidade Federal do Paraná,"45458,27","0,269098048727186","0,2510732572051","0,229895080384608","0,303813023740455","0,316175929563948","0,00496250149640853","59,64"
209,UFCSPA,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,"52181,5","0,252738394130404","0,300557715886311","0,198014522875444","0,274994613059068","0,230207501121716","0,172763750854413","59,42"
169,UFPE,Universidade Federal de Pernambuco,"31996,33","0,375007803033477","0,417646849849715","0,33850321702306","0,372092841557777","0,378974887240585","0,150185520638696","59,21"
188,UNIFESP,Universidade Federal de São Paulo,"58690,27","0,474295381239492","0,604646966287592","0,369323438213151","0,42354766268683","0,69110429706683","0,455528661791595","58,36"
164,UFJF,Universidade Federal de Juiz de Fora,"30048,91","0,3111317179438","0,362951404592684","0,279481602723324","0,432635610993541","0,233925126693066","0,242655839047185","56,24"
172,UFRJ,Universidade Federal do Rio de Janeiro,"54329,08","0,18110269452378","0,230671166293379","0,201716380725955","0,13452195325958","0,185974222137999","0,355425799293443","56,23"
161,UFES,Universidade Federal do Espírito Santo,"71226,56","0,296713936299153","0,301946467631496","0,226060327824063","0,505929498342306","0,275201609281838","0,905313345935411","55,71"
219,UFABC,Fundação Universidade Federal do ABC,"10091,65","0,339908893187908","0,425669371676083","0,275534390352872","0,487620333233649","0,342588149813999","0,267504548200928","54,64"
189,UFLA,Universidade Federal de Lavras,"25516,88","0,813220897280859","0,768306385467535","0,800960020028488","0,911145232433362","0,824106174146268",1,"54,1"
205,UFSCar,Fundação Universidade Federal de São Carlos,"44796,4","0,26527455986234","0,372733166528073","0,322909843640171","0,312866604025856","0,282928565534215","0,436359149434828","53,36"
199,UFU,Universidade Federal de Uberlândia,"54904,9","0,369028632661203","0,564788195225569","0,382427716493163","0,25135355410044","0,474150755542346","0,517179633983313","52,92"
170,UFRN,Universidade Federal do Rio Grande do Norte,"27088,32","0,745591752394691","0,729903451155939","0,801259682555649","0,597002130413611","0,630580884528292","0,478641986079485","52,77"
158,UFAL,Universidade Federal de Alagoas,"22123,34","0,2721411639209","0,162159782536726","0,307901607247011","0,241322908958331","0,276599979473022","0,204969239278654","52,69"
210,UFSJ,Fundação Universidade Federal de São João del-Rei,"24022,25","0,344047861308929","0,429250463769154","0,404656552779567","0,145028794424709","0,385243257052992","0,0496250149640873","52,44"
174,UFSM,Universidade Federal de Santa Maria,"12144,47","0,3414583371179","0,455051391386376","0,395036858994046","0,213088154875223","0,388553737724773","0,117710383715056","52,24"
163,UFF,Universidade Federal Fluminense,"78894,23","0,301881653519569","0,313382419601413","0,246271400557922","0,309915907106302","0,319620390464408","0,383836285822243","51,88"
179,UFCG,Universidade Federal de Campina Grande,"22462,11","0,314301719623139","0,302325514677837","0,302331792602303","0,19425227592932","0,419693720794277","0,37527667006543","50,13"
204,UFPI,Fundação Universidade Federal do Piauí,"24340,67","0,300973055256161","0,441376194122076","0,318874723969802","0,245660023912463","0,357781573047844","0,58973026379283","49,62"
186,UNIFAL-MG,Universidade Federal de Alfenas,"32866,51","0,189727509821025","0,283808472534498","0,168671371865273","0,0845058982889029","0,36681787412108","0,132864744885079","49,26"
173,UFSC,Universidade Federal de Santa Catarina,"42719,93","0,228674048850396","0,212580858497513","0,204674350019204","0,150284471188209","0,428942812383994","0,217572514617479","49,1"
160,UFC,Universidade Federal do Ceará,"25113,54","0,511895056798582","0,555603283271875","0,497146586841785","0,690018380689293","0,487720181669553","0,736637830138214","48,8"
202,UFOP,Fundação Universidade Federal de Ouro Preto,"92356,32","0,364932489506554","0,374347673109552","0,336951774202497","0,407862325392228","0,451844665853375","0,472367229547113","48,68"
217,UFGD,Fundação Universidade Federal da Grande Dourados,"38427,67","0,205717997672113","0,27790373769766","0,208874706169016","0,0931452332104903","0,282640232374884","0,132414851719612","48,55"
208,UFMS,Fundação Universidade Federal de Mato Grosso do Sul,"8748,74","0,785267178066509","0,793555416253298","0,710517913480162","0,919392697178125","0,831396882091436",1,"47,72"
193,UNIR,Fundação Universidade Federal de Rondônia,"32059,05","0,411894117467577","0,610516225314142","0,315993518011663","0,664192722621748","0,350929283243475",1,47
207,UFV,Fundação Universidade Federal de Viçosa,"10103,94","0,379081577152496","0,444504514794055","0,34596187026571","0,388243361756111","0,357877580372707","0,176563243059277","46,2"
196,FUB,Fundação Universidade de Brasília,"85661,39","0,438265237807511","0,554289436959087","0,443683251917232","0,351792315940267","0,55455939183913","0,797769649984154","46,13"
162,UFG,Universidade Federal de Goiás,"32992,87","0,563777431611942","0,570861715962351","0,53931209310441","0,779805787215902","0,744066046480149",1,"45,94"
195,UFAM,Fundação Universidade do Amazonas,"36428,54","0,347828984174457","0,535838274469873","0,356381013764361","0,337750732599073","0,482218317195467","0,0827404693890335","45,15"
181,UFTM,Universidade Federal do Triângulo Mineiro,"44594,28","0,383623734248266","0,35473891981573","0,352579317322337","0,292590976047657","0,421334842235237","0,264730968706242","44,66"
197,UFMA,Fundação Universidade Federal do Maranhão,"30673,57","0,120769582215093","0,123548592721595","0,111565340992231","0,135420324646224","0,0477319113719947","0,116218310071885","43,9"
159,UFBA,Universidade Federal da Bahia,"22235,7","0,289114197193049","0,192280658083618","0,180227676593526","0,263984930183349","0,365972432855605","0,0660873677265175","43,47"
176,UFRRJ,Universidade Federal Rural do Rio de Janeiro,"51727,16","0,27452779257026","0,367782065504755","0,285537138781741","0,153215108825233","0,396860983098047","0,124072170744885",42
298,UFCA,Universidade Federal do Cariri,"17710,46","0,389008890265289","0,563474747300659","0,44939365989271","0,321689595668086","0,191874991860534","0,218758824809474","41,85"
182,UFVJM,Universidade Federal dos Vales do Jequitinhonha e Mucuri,"15956,03","0,295508188007332","0,407796494566718","0,250571795793376","0,266487862286116","0,380190410779376","0,160771480572498","41,47"
167,UFPB,Universidade Federal da Paraíba,"24752,78","0,601837089115753","0,411675437273403","0,625319136789424","0,472843991737293","0,726845087683179","0,292789970306326","41,11"
206,UFS,Fundação Universidade Federal de Sergipe,"26779,43","0,434328993610987","0,313305675868379","0,432017335553558","0,441747356577732","0,441279300091934","0,291696658217499","39,24"
201,UFMT,Fundação Universidade Federal de Mato Grosso,"39593,92","0,476709473436966","0,522420044718082","0,432290809205851","0,689247348857515","0,338812591864113","0,488693865211861","39,22"
203,UFPel,Fundação Universidade Federal de Pelotas,"25912,63","0,350939365489737","0,449073611651556","0,32079270119781","0,539418582617112","0,357479567149225","0,644057551949731","38,29"
185,UTFPR,Universidade Tecnológica Federal do Paraná,"45458,27","0,290441538554157","0,253935934010668","0,252007552351928","0,556457221005502","0,264452905898997","0,802399335637649","37,77"
190,UFERSA,Universidade Federal Rural do Semi-Árido,"22103,19","0,467933119833487","0,39035350773461","0,39733927411896","0,484512298294196","0,468804560350601","0,236339099162284","36,43"
157,UNIVASF,Fundação Universidade Federal do Vale do São Francisco,"19443,88","0,412614613661659","0,516650660455801","0,361163434249921","0,380945400689413","0,525915334607243","0,420109530837841","36,28"
218,UFRB,Universidade Federal do Recôncavo da Bahia,"15661,79","0,234566472202276","0,35511835088263","0,268671922390129","0,195178390269566","0,342438831812816","0,259621117112937","34,93"
198,FURG,Fundação Universidade Federal do Rio Grande,"51840,76","0,496152519246041","0,437213509995692","0,532294743755011","0,256406449881821","0,602388535928834","0,325720911105086","34,74"
178,UFT,Fundação Universidade Federal do Tocantins,"32311,8","0,433082435360852","0,499244385632123","0,447672023263395","0,332139043522642","0,492761889632543","0,269705072407418","34,7"
175,UFRPE,Universidade Federal Rural de Pernambuco,"31996,33","0,605550532552587","0,646320896780161","0,584284623231718","0,538307471338252","0,637978445653839","0,534350894097583","34,18"
200,UFAC,Fundação Universidade Federal do Acre,"22213,51","0,250996845220725","0,336416734768986","0,236625881176444","0,224698130863458","0,234821830726071","0,124072170744885",34
177,UFRR,Universidade Federal de Roraima,"26752,61","0,180817780556712","0,282808186456799","0,20661494391967","0,0985191102945134","0,334824252843646","0,132365484353121","32,7"
292,UNILAB,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"21457,64","0,156383925948917","0,185817227128838","0,155334151648158","0,186704723411924","0,167881014753279","0,290658797961357","31,75"
290,UFFS,Universidade Federal da Fronteira Sul,"44363,68","0,61359848305113","0,680934684431917","0,605023661846775","0,546822317572017","0,637743720910241","0,440847097005724","29,2"
296,UFOB,Universidade Federal do Oeste da Bahia,"30844,51","0,299387503985418","0,359378584310865","0,254199275325011","0,238884862066099","0,349728343058127","0,23369628993578","24,77"
192,UNILA,Universidade Federal da Integração Latino Americana,"56701,87","0,480543932245244","0,401265834594858","0,394831273040394","0,431761599600853","0,615987869273967","0,15316822674755","24,24"
191,UNIPAMPA,Fundação Universidade Federal do Pampa,"24642,82","0,569178620833388","0,63246450726189","0,571379326560002","0,457601813055079","0,583359908053113","0,440394463856676","23,46"
297,UNIFESSPA,Universidade Federal do Sul e Sudeste do Pará,"31916,85","0,287310246076814","0,204295161474053","0,142405052040204","0,241916594153323","0,393014061090058","0,234362525438949","12,44"
299,UFSB,Universidade Federal do Sul da Bahia,"19188,26","0,103922447521648","0,148979997578536","0,0818662443387786","0,0216436149926764","0,185738758731181","0,0408088893234488","0,31"
